City,osm_type,osm_id,@lon,@lat,place,name,name:en,name:zh,wikipedia,wikidata
Bali,node,3436430905,115.4593264,-8.217407,neighbourhood,KELOMPOK TIYING TALI,,,,
Bali,node,3436435235,115.4565325,-8.2159105,neighbourhood,KELOMPOK TUKAD LENGKUAS,,,,
Bali,node,3552728397,115.2690309,-8.5015006,neighbourhood,Kutuh,,,,Q12493183
Bangkok,node,340034820,100.4949589,13.7611729,neighbourhood,บางลำพู,Banglamphu,,,
Bangkok,node,340162428,100.4832271,13.7581785,neighbourhood,ศิริราช,Siri Rat,,,Q7530337
Bangkok,node,340165036,100.5089484,13.741907,neighbourhood,เยาวราช,Yaowarat,,,
Bangkok,node,384900039,100.5311764,13.747322,neighbourhood,ปทุมวัน,Pathum Wan,,,Q1025838
Bangkok,node,485662295,100.5344867,13.6605541,suburb,พระประแดง,Phra Pradaeng,,,
Bangkok,node,485865234,100.5358513,13.7200471,neighbourhood,ทุ่งมหาเมฆ,Thung Maha Mek,,,
Bangkok,node,485865239,100.5220756,13.7098976,neighbourhood,วัดดอน,Wat Don,,,
Bangkok,node,893975239,100.5524342,13.8651548,neighbourhood,,Garden City Lagoon,,,
Bangkok,node,1215714268,100.0357907,13.8135093,neighbourhood,ปฐมทองซิตี้,Pathom Thong Siti,,,
Bangkok,node,1215714269,100.037105,13.8101753,neighbourhood,หมู่บ้านชมภูนิเวศน์,Muban Chom Phu Niwet,,,
Bangkok,node,1221150401,100.2572449,13.7415527,suburb,ท่าตลาด,Tha Talat,,,
Bangkok,node,1223885182,100.1756141,13.7909833,suburb,ท่าตำหนัก,Tha Tamnak,,,
Bangkok,node,1223888269,100.1605082,13.8086799,suburb,ศรีษะทอง,Sisa Thong,,,
Bangkok,node,1224342864,100.1717147,13.7876591,suburb,บางแก้ว,Bang Kaeo,,,
Bangkok,node,1226375750,100.0754658,13.8275788,suburb,บ่อพลับ,Bo Phlap,,,
Bangkok,node,1230207241,100.1314371,13.7935821,suburb,พะเนียด,Pha Niat,,,
Bangkok,node,1230209084,100.1146894,13.8120706,suburb,ธรรมศาลา,Tham Sala,,,
Bangkok,node,1233621053,100.2067466,13.7148974,suburb,บางช้าง,Bang Chang,,,
Bangkok,node,1233632638,100.2429867,13.7005343,suburb,ท่าข้าม,Tha Kham,,,
Bangkok,node,1233695714,100.2055825,13.7231824,suburb,คลองใหม่,Khlong Mai,,,
Bangkok,node,1245404677,100.2577973,13.7200734,suburb,ยายชา,,,,
Bangkok,node,1245783762,100.0195187,13.6418582,suburb,โพหัก,Pho Hak,,,
Bangkok,node,1271887267,100.3657308,13.5970384,suburb,บางน้ำจืด,Bang Namchuet,,,
Bangkok,node,1278005273,100.3923033,13.6942212,neighbourhood,หลักสอง,Lak Song,,,
Bangkok,node,1524353680,100.4380554,13.6179907,neighbourhood,ท่าข้าม,Tha Kam,,,
Bangkok,node,1537804250,100.0506235,13.8093675,suburb,สนามจันทร์,,,,
Bangkok,node,1564684425,100.0361717,13.8121597,suburb,ลำพยา,Lam Phaya,,,
Bangkok,node,1593649414,99.9776156,13.4167005,neighbourhood,หมู่บ้านเฉลิมพระเกียรติ ร.๙,Muban Chaloemphrakiat Ro 9,,,
Bangkok,node,1870876692,100.4293889,13.7122189,neighbourhood,ชุมชนตานเรือ,Chumchon Tan Ruea,,,
Bangkok,node,1881943721,100.4467523,13.7153522,neighbourhood,ชุมชนหลังโรงน้ำตาลนิวกว้างสุ้นหลี,Chumchon Lang Rong Namtan Nio Kwang Sun Li,,,
Bangkok,node,1892739889,100.4516188,13.7199072,neighbourhood,ชุมชนเพชรเกษม 40,Chumchon Phet Kasem 40,,,
Bangkok,node,1892801846,100.4500013,13.7201601,neighbourhood,ชุมชนเพชรเกษม 42,Chumchon Phet Kasem 42,,,
Bangkok,node,1987901686,100.675692,13.7776505,neighbourhood,สัมมากร,Sammakon,,,
Bangkok,node,1987901949,100.6787497,13.780193,neighbourhood,ริมสวน,Rim Suan,,,
Bangkok,node,1992305776,100.5132976,13.6919852,neighbourhood,บางโคล่,Bang Khlo,,,Q15735839
Bangkok,node,1992315713,100.5282107,13.6835718,neighbourhood,บางโพงพาง,Bang Phong Phang,,,
Bangkok,node,1992315716,100.5104284,13.7077847,neighbourhood,วัดพระยาไกร,Wat Phraya Krai,,,Q15735841
Bangkok,node,2111822160,100.4439346,13.7662875,neighbourhood,Golden Heritage,,,,
Bangkok,node,2111828265,100.4449268,13.7677416,neighbourhood,นุราสิริ ราชพฤกษ์,Busasiri  Ratchapruk,,,
Bangkok,node,2111828266,100.4442346,13.7596395,neighbourhood,ลดาวัลย์,Ladawan,,,
Bangkok,node,2111828267,100.4440575,13.7620884,neighbourhood,ชวนชื่น รีเจนท์,ChuanChuen Regent,,,
Bangkok,node,2111828270,100.4454341,13.7627499,neighbourhood,พฤกษ์ภิรมย์ ราชพฤกษ์-สาทร,Prukpirom Ratchapruk-Sathon,,,
Bangkok,node,2111828273,100.4448354,13.77055,neighbourhood,Bangkok Boulevard,,,,
Bangkok,node,2111828274,100.4454233,13.7619107,neighbourhood,ธีรินทร์ ราชพฤกษ์,Teerin-Ratchapruk,,,
Bangkok,node,2203906793,100.4991592,13.7451513,neighbourhood,พาหุรัด,Phahurat,,,Q1122226
Bangkok,node,2203947173,100.5258288,13.7254965,neighbourhood,สีลม,Si Lom,,,Q15735677
Bangkok,node,2203963656,100.5330851,13.745782,neighbourhood,สยาม,Siam,,,
Bangkok,node,2203974487,100.5650732,13.7338401,neighbourhood,สุขุมวิท,Sukhumvit,,,
Bangkok,node,2313566422,100.5614449,13.7366488,neighbourhood,อโศก,Asok,,,
Bangkok,node,2313566430,100.4975018,13.7458635,neighbourhood,บ้านหม้อ,Ban Mo,,,
Bangkok,node,2313566433,100.5967453,13.8753824,neighbourhood,บางเขน,Bang Khen,,,Q806443
Bangkok,node,2313566436,100.5024955,13.7684267,neighbourhood,บางขุนพรหม,Bang Khun Phrom,,,
Bangkok,node,2313566437,100.5237558,13.7474163,neighbourhood,เจริญผล,Charoen Phon,,,
Bangkok,node,2313566439,100.5497467,13.7642364,neighbourhood,ดินแดง,Din Daeng,,,Q113560
Bangkok,node,2313566441,100.516535,13.7378257,neighbourhood,หัวลำโพง,Hua Lamphong,,,
Bangkok,node,2313566442,100.5755958,13.8397292,neighbourhood,แยกเกษตร,Kaset Junction,,,
Bangkok,node,2313566443,100.5062096,13.744044,neighbourhood,คลองถม,Khlong Thom,,,Q475709
Bangkok,node,2313566444,100.5202859,13.7976127,neighbourhood,เกียกกาย,Kiak Kai,,,
Bangkok,node,2313566445,100.4932935,13.7386472,neighbourhood,กุฎีจีน,Kudi Chin,,,
Bangkok,node,2313566446,100.5816329,13.8843541,neighbourhood,หลักสี่,Lak Si,,,Q1008352
Bangkok,node,2313566447,100.5450896,13.7293398,neighbourhood,ลุมพินี,Lumphini,,,Q3440364
Bangkok,node,2313566448,100.5133508,13.7633742,neighbourhood,นางเลิ้ง,Nang Loeng,,,
Bangkok,node,2313566450,100.49351,13.7623811,neighbourhood,พระอาทิตย์,Phra Athit,,,
Bangkok,node,2313566451,100.5721035,13.7685179,neighbourhood,รัชดา,Ratchada,,,
Bangkok,node,2313566452,100.5405292,13.7455471,neighbourhood,ราชประสงค์,Ratchaprasong,,,Q1138282
Bangkok,node,2313566453,100.5318599,13.7532229,neighbourhood,ราชเทวี,Ratchathewi,,,Q999170
Bangkok,node,2313566454,100.5223473,13.7796435,neighbourhood,ราชวัตร,Ratchawat,,,
Bangkok,node,2313566455,100.5681089,13.8270285,neighbourhood,รัชโยธิน,Ratchayothin,,,
Bangkok,node,2313566456,100.5363168,13.7290272,neighbourhood,ศาลาแดง,Sala Daeng,,,
Bangkok,node,2313566457,100.5267902,13.7343702,neighbourhood,สามย่าน,Sam Yan,,,Q7408364
Bangkok,node,2313566458,100.5059444,13.7407482,neighbourhood,สำเพ็ง,Sampheng,,,
Bangkok,node,2313566459,100.5417088,13.7700856,neighbourhood,สนามเป้า,Sanam Pao,,,Q1138282
Bangkok,node,2313566460,100.5014719,13.7522538,neighbourhood,เสาชิงช้า,Sao Chingcha,,,
Bangkok,node,2313566461,100.5482566,13.7897734,neighbourhood,สะพานควาย,Saphan Khwai,,,Q7420952
Bangkok,node,2313566462,100.5302755,13.7218913,neighbourhood,สาทร,Sathon,,,
Bangkok,node,2313566463,100.5152069,13.729727,neighbourhood,สี่พระยา,Si Phraya,,,Q15735672
Bangkok,node,2313566465,100.5306977,13.8064298,neighbourhood,เตาปูน,Tao Pun,,,Q16734601
Bangkok,node,2313566466,100.4888347,13.7525853,neighbourhood,ท่าช้าง,Tha Chang,,,
Bangkok,node,2313566467,100.4891075,13.7557372,neighbourhood,ท่าพระจันทร์,Tha Phra Chan,,,Q6578846
Bangkok,node,2313566468,100.4910504,13.7457257,neighbourhood,ท่าเตียน,Tha Tien,,,
Bangkok,node,2313566469,100.494822,13.6951361,neighbourhood,ถนนตก,Thanon Tok,,,
Bangkok,node,2313566470,100.5235112,13.7562111,neighbourhood,อุรุพงษ์,Uruphong,,,
Bangkok,node,2313566471,100.5381109,13.7646269,neighbourhood,อนุสาวรีย์ชัยสมรภูมิ,Victory Monument,,,
Bangkok,node,2313566472,100.5020841,13.7457153,neighbourhood,วังบูรพา,Wang Burapha,,,
Bangkok,node,2313566473,100.4851144,13.7551801,neighbourhood,วังหลัง,Wang Lang,,,
Bangkok,node,2313566474,100.5032881,13.7642678,neighbourhood,วิสุทธิกษัตริย์,Wisutkasat,,,
Bangkok,node,2313566475,100.5466538,13.7382238,neighbourhood,วิทยุ,Witthayu,,,
Bangkok,node,2313566476,100.5218899,13.8223657,neighbourhood,วงศ์สว่าง,Wong Sawang,,,
Bangkok,node,2313566477,100.5205074,13.7572748,neighbourhood,ยมราช,Yommarat,,,
Bangkok,node,2313566478,100.5159291,13.7484978,neighbourhood,ยศเส,Yotse,,,
Bangkok,node,2418075349,100.3242011,13.7001042,suburb,อ้อมน้อย,Om Noi,,,
Bangkok,node,3010364199,100.7633393,13.8406246,neighbourhood,กฤษดานคร 25,Krit Da Nakhon 25,,,
Bangkok,node,3225238798,100.651278,13.7962527,neighbourhood,ชุมชนสันติอโศก,Chumchon Santi Asok,,,
Bangkok,node,3226633439,100.3219167,13.55807,neighbourhood,Best Ocean Airpark & Golf,,,,
Bangkok,node,3265832099,100.5129571,13.7340529,neighbourhood,ตลาดน้อย,Talat Noi,,,
Bangkok,node,3278153567,100.4073108,13.9131512,neighbourhood,หมู่บ้านลุมพินี,Mu Ban Lumphini,,,
Bangkok,node,3386108746,100.6688824,13.8214981,neighbourhood,หมู่บ้าน บางกอก บูเลอวาร์ด รามอินทรา,Bangkok Boulevard Ramintra,,,
Bangkok,node,3497699969,100.5130353,13.7372252,neighbourhood,โอเดียน,Odeon,,,
Bangkok,node,3667984674,100.5705833,13.584621,neighbourhood,หมู่บ้านปิยะพัฒนา,Muban Pi Ya Phatthana,,,
Bangkok,node,3667984776,100.57177,13.5817779,neighbourhood,โครงการเอื้ออาธรณ์ ซอยหมอบาง,Khrongkan Uea A Thon Soi Mo Bang,,,
Bangkok,node,3667994345,100.5763394,13.5866963,neighbourhood,หมู่บ้านเมืองป้อมปราการ,Muban Mueang Pomprakan,,,
Bangkok,node,3805458803,100.4916674,13.8423324,neighbourhood,ท่าน้ำนนทบุรี,Nonthaburi Pier,,,
Bangkok,node,3885693769,100.396137,13.7064716,neighbourhood,หมู่บ้านทิพธนา,Muban Thip Thana,,,
Bangkok,node,4138453160,100.793542,13.7202188,neighbourhood,Pruksa Ville 60,,,,
Bangkok,node,4142529182,100.6049521,13.847692,neighbourhood,หมู่บ้านอารียา โมวา,Mu Ban Areeya Mova,,,
Bangkok,node,4252709894,100.5094814,13.8763833,neighbourhood,คิวบิส สนามบินน้ำ,,,,
Bangkok,node,4404513178,100.6422243,14.0540734,neighbourhood,หมู่บ้านธนาลักษณ์ 2,,,,
Bangkok,node,4404725082,100.6422966,14.0444501,neighbourhood,บ้าน บุณฑริก์,,,,
Bangkok,node,4404731420,100.6424811,14.0312924,neighbourhood,บ้านสราญสิริ,,,,
Bangkok,node,4404786473,100.6426683,14.0088908,neighbourhood,Pruksa Village 12,,,,
Bangkok,node,4406016546,100.6634012,14.0343688,neighbourhood,หมู่บ้านอนันดา รังสิต-คลอง 3,,,,
Bangkok,node,4406053008,100.6644254,14.011253,neighbourhood,Inizio 2 Rangsit Klong3 หมู่บ้าน,,,,
Bangkok,node,4406053018,100.6635406,14.0141406,neighbourhood,หมู่บ้านฉัตรหลวง14,,,,
Bangkok,node,4406053022,100.6615984,13.9948469,neighbourhood,ภัสสร 4 รังสิต-นครนายก (Passorn 4 Rangsit-Nakornnayok),,,,
Bangkok,node,4406069828,100.6644135,13.9977729,neighbourhood,Pruksa Village 9,,,,
Bangkok,node,4406069833,100.6607211,13.9946942,neighbourhood,Pruksa Ville 16 Rangsit-Ongkarak,,,,
Bangkok,node,4451454207,100.7063916,13.7013876,neighbourhood,หมู่บ้านกฤษดานคร48 (The Pride วงแหวน-อ่อนนุช),,,,
Bangkok,node,4471644795,100.6422045,14.0968132,neighbourhood,ban suan tawan dhamma (village),,,,
Bangkok,node,4483679106,100.4155983,13.8239535,neighbourhood,Narawadee vl.,,,,
Chiang Mai,node,336232672,99.0162223,18.8123096,neighbourhood,,Srihaanan,,,
Chiang Mai,node,852775405,99.0405674,18.7593489,neighbourhood,หมู่บ้านเฮอริเทจ,The Heritage,,,
Chiang Mai,node,938216235,99.0497891,18.7412798,neighbourhood,The Castle,,,,
Chiang Mai,node,1576371423,99.063206,18.8106613,neighbourhood,หมู่บ้านพาร์ก เอเวนิว,Park Avenue,,,
Chiang Mai,node,1579640620,98.8992496,18.7048946,neighbourhood,ดอยคำฮิลล์ไซด์ 2,Doikham Hillside 2,,,
Chiang Mai,node,1588175233,98.9563894,18.7007042,neighbourhood,,The Zentric,,,
Chiang Mai,node,1588219836,98.9146892,18.7070521,neighbourhood,บ้านสาลา,Ban Sa La,,,
Chiang Mai,node,1589074367,98.9122995,18.7019288,neighbourhood,บ้านเต็มทรัพย์,Ban Tem Sap,,,
Chiang Mai,node,1589075998,98.933059,18.7116229,neighbourhood,วิวดอย วิลเลจ,Viewdoi Village,,,
Chiang Mai,node,1604722946,99.0301012,18.6944997,neighbourhood,มัธรินทน์,Mattha Rintha,,,
Chiang Mai,node,1608638215,99.0876129,18.7474857,neighbourhood,หมู่บ้านเอื้ออาทร,Muban Uea Athon,,,
Chiang Mai,node,1608641385,99.0743789,18.7603818,neighbourhood,บ้านชรินทร์,Ban Charin,,,
Chiang Mai,node,1609131565,99.012058,18.7596981,neighbourhood,บ้านเอื้ออาทร,Ban Uea Athon,,,
Chiang Mai,node,1613224104,99.0553335,18.8420969,neighbourhood,Siriporn Garden Home 9,Siriporn Garden Home 9,,,
Chiang Mai,node,1616482959,99.0065392,18.8087756,neighbourhood,ชุมชนฟ้าฮ่าม,Chumchon Fa Ham,,,
Chiang Mai,node,1683110977,99.0673108,18.7645331,neighbourhood,หมู่บ้านเฮ้าส์แอนด์วิว,House & View,,,
Chiang Mai,node,1683209059,99.066739,18.7591424,neighbourhood,Q. House,Q. House,,,
Chiang Mai,node,1684161453,98.9455803,18.7003319,neighbourhood,,The Legend,,,
Chiang Mai,node,1862656715,99.0252789,18.8349808,neighbourhood,หมู่บ้านลากูนน่าโฮม,Moo Baan Laguna Home,,,
Chiang Mai,node,1869475585,99.0308101,18.8344963,neighbourhood,หมู่บ้านสันทรายสิริ,Moo Baan San Sai Siri,,,
Chiang Mai,node,1869475589,99.0155354,18.8247519,neighbourhood,หมู่บ้านเอ็มเพอเรอร์2,Moo Baan Emperor 2,,,
Chiang Mai,node,1871437442,99.0218018,18.8178676,neighbourhood,หมู่บ้านกลว้ยไม้,Moo Baan Gluay Mai,,,
Chiang Mai,node,2031557498,99.0956885,18.7971105,neighbourhood,บ้านเชยงใหม่ ว์วไม้,Ban Che Yong Mai Mai,,,
Chiang Mai,node,2066340523,99.0635741,18.7433408,neighbourhood,นราสิริ,Narasiri,,,
Chiang Mai,node,2089580788,99.0676216,18.7817992,neighbourhood,,Lake & Park,,,
Chiang Mai,node,2093284648,99.036841,18.8049379,neighbourhood,บ้านพิมุกต์เพส4,Baan Pimut 4,,,
Chiang Mai,node,2171582069,99.8455469,20.1434594,suburb,โครงการบ้านเพชรพลอย,,,,
Chiang Mai,node,2296834385,99.0553037,18.7526644,neighbourhood,Lanna Heritage,Lanna Heritage,,,
Chiang Mai,node,2308064803,99.0983865,18.734181,neighbourhood,Ploenchit Collina,Ploenchit Collina,,,
Chiang Mai,node,2349291365,99.0688484,18.7541585,neighbourhood,The Esteem,The Esteem,,,
Chiang Mai,node,2564168893,99.1014562,18.7668498,neighbourhood,,,,,
Chiang Mai,node,2574440629,99.0972385,18.7254668,neighbourhood,Baan & Beyond,Baan & Beyond,,,
Chiang Mai,node,2593471198,98.891496,18.6580114,neighbourhood,วิวสวย น้ำใส,Wio Suai Nam Sai,,,
Chiang Mai,node,2595836298,99.1647714,18.8795563,neighbourhood,ธารใส ดอยงาม,Than Sai Doi Ngam,,,
Chiang Mai,node,2599701807,99.0796933,18.745715,neighbourhood,บุญฟ้าแกรนด์โฮม 2,Boonfa Grand Home 2,,,
Chiang Mai,node,2602118296,99.0985054,18.8543441,neighbourhood,หมู่บ้าน อินทรชิดชัย,Muban In Thon Chit Chai,,,
Chiang Mai,node,2602151613,99.0555769,18.8269288,neighbourhood,บ้านออร์คิดเพลส,Orchid Place,,,
Chiang Mai,node,2622829631,99.0159433,18.8815072,neighbourhood,บ้านอรสิริน1,Park View 1,,,
Chiang Mai,node,2631950838,99.0643101,18.745707,neighbourhood,,City Home Place 4,,,
Chiang Mai,node,2637889892,99.0358127,18.8279967,neighbourhood,รีเจ้นท์ 2,Ri Chen 2,,,
Chiang Mai,node,2641486457,99.0764979,18.8410597,neighbourhood,เชียงใหม่ ฟลอร่าวิลล์,Chiangmai Floraville,,,
Chiang Mai,node,2641511945,99.1112071,18.8635988,neighbourhood,บ้านสวนริมธาร,Ban Suan Rim Than,,,
Chiang Mai,node,2642976427,98.9809219,18.8032374,neighbourhood,ช้างเผือก,Chang Phuak,,en:Chang Phueak,
Chiang Mai,node,2650337832,99.0562374,18.7482287,neighbourhood,ซิตี้โฮมเพลส,City Home Place 2,,,
Chiang Mai,node,2650799464,99.0312472,18.814768,neighbourhood,ซีริน วิลล์,Serene Ville,,,
Chiang Mai,node,2650800720,99.0350072,18.8177555,neighbourhood,รีเจ้นท์,Ri Chen,,,
Chiang Mai,node,2660472372,99.0310057,18.8200679,neighbourhood,Everyday,,,,
Chiang Mai,node,2661221806,98.9873428,18.7740128,neighbourhood,ชุมชนฟ้าใหม่ เขต๔,Fa Mai Khet 4,,,
Chiang Mai,node,2661609729,98.9538455,18.8574191,neighbourhood,บ้านธนารักษ์,Ban Thana Rak,,,
Chiang Mai,node,2661663948,99.0180245,18.890178,neighbourhood,นันทราธานี,Nantha Ra Thani,,,
Chiang Mai,node,2672425408,98.9767086,18.7402529,neighbourhood,บ้านสวนตะวัน,Ban Sawan Ta Wan,,,
Chiang Mai,node,2864554441,99.0143097,18.7363898,neighbourhood,ดีญ่าวาเลยี,Diya Valley,,,
Chiang Mai,node,2874058128,100.5134353,20.1109253,neighbourhood,บ้านม่วง,Ban Muang,,,
Chiang Mai,node,2941716301,99.0895187,18.7427669,neighbourhood,Pomona Green,Pomona Green,,,
Chiang Mai,node,2941727904,99.0882741,18.7401453,neighbourhood,The Bliss,The Bliss,,,
Chiang Mai,node,2947589333,99.0690985,18.7608372,neighbourhood,Passorn Pride,Passorn Pride,,,
Chiang Mai,node,3017630675,98.9576237,18.7471461,neighbourhood,บ้านตำหนัก,Ban Tamnak,,,
Chiang Mai,node,3017630676,98.9562407,18.7508652,neighbourhood,บ้านป่าเป้า,Ban Papao,,,
Chiang Mai,node,3023774938,98.9537776,18.7522865,neighbourhood,บ้านพอใจ,Ban Phochai,,,
Chiang Mai,node,3129347433,99.0413483,18.764867,neighbourhood,ลัดดารมย์ อิลิแกนท์,Laddrom Elegance,,,
Chiang Mai,node,3153996393,98.9336606,18.741159,neighbourhood,บ้านตาลฟ้า,Baan Tanfah,,,
Chiang Mai,node,3191082473,98.988091,18.8493541,neighbourhood,หมู่บ้านดีไลท์โฮม,Muban Di Lai Home,,,
Chiang Mai,node,3205899954,98.9493599,18.749784,neighbourhood,Serene Lake,,,,
Chiang Mai,node,3205899958,98.9521346,18.7483337,neighbourhood,บ้านสีวลี,Ban Siwalai,,,
Chiang Mai,node,3239070925,99.047895,18.7798933,neighbourhood,Siwalee,,,,
Chiang Mai,node,3247850341,99.0721126,18.7581976,neighbourhood,ศิวาลัย วิลเลจ 4,Sivalai Village 4,,,
Chiang Mai,node,3260981005,99.1472064,18.8790936,neighbourhood,Paradise Land,,,,
Chiang Mai,node,3298575468,99.091239,18.7712694,neighbourhood,The Palm Garden 3,,,,
Chiang Mai,node,3314513677,99.023862,18.7587621,neighbourhood,Palm Springs Place,Palm Springs Place,,,
Chiang Mai,node,3326663492,99.0087393,18.7569819,neighbourhood,,Siriwattanananivet Village,,,
Chiang Mai,node,3329435009,98.9544167,18.7910371,neighbourhood,บ้านใหม่หลังมอ,Ban Mai Lang Mo,,,
Chiang Mai,node,3329435010,98.9407681,18.7665638,neighbourhood,บ้านสันลมจอย,Ban San Lom Choi,,,
Chiang Mai,node,3329440970,99.8489534,19.8463286,neighbourhood,เรสซิเดนสนุก,Sanuk Residences,,,
Chiang Mai,node,3343151966,98.9536558,18.7763225,neighbourhood,บ้านร่มไม้,Ban Rom Mai,,,
Chiang Mai,node,3394781918,99.0161709,18.8089223,neighbourhood,Sansiri Condo,Sansiri Condo,,,
Chiang Mai,node,3409869442,99.0857969,18.8448942,neighbourhood,บ้านทวีโชค,Ban Thawi Chok,,,
Chiang Mai,node,3416984536,99.0059349,18.7473788,neighbourhood,หมู่บ้านธนโชค,Muban Thanachok,,,
Chiang Mai,node,3419685493,99.0031504,18.836202,neighbourhood,Panon,,,,
Chiang Mai,node,3419809992,98.93528,18.9138982,neighbourhood,Azaya Villas,,,,
Chiang Mai,node,3426311945,99.0909369,18.7909938,neighbourhood,บ้านธีรยา เฟส 3,Ban Thira Ya Fet 3,,,
Chiang Mai,node,3432403139,99.0616986,18.7423823,neighbourhood,บุญฟ้าแกรนด์โฮม,Boonfa Grand Home,,,
Chiang Mai,node,3448211102,99.0649736,18.7572729,neighbourhood,Supalai Garden Ville,Supalai Garden Ville,,,
Chiang Mai,node,3463617681,99.0422185,18.7579571,neighbourhood,The Oriental,,,,
Chiang Mai,node,3464482393,99.0294175,18.7542747,neighbourhood,The Urbana,,,,
Chiang Mai,node,3474499049,98.9533906,18.7453628,neighbourhood,Pruksa Ville Lanna,Pruksa Ville Lanna,,,
Chiang Mai,node,3492442504,99.0125272,18.7551668,neighbourhood,หมู่บ้านศิริวัฒนานิเวศน์,Muban Siri Watthana Niwet,,,
Chiang Mai,node,3544840057,99.0256626,18.8282402,neighbourhood,,The Laguna Home 7,,,
Chiang Mai,node,3607372992,98.9913435,18.7574468,neighbourhood,,Ban Nai Fun,,,
Chiang Mai,node,3672786568,98.9764063,18.7563347,neighbourhood,วงศ์สว่าง ล้านนาวิลล์,Wong Sawang Lanna Win,,,
Chiang Mai,node,3678657290,99.0883614,18.7712799,neighbourhood,ศิริพร บ่อสร้าง,Siriporn Bosang,,,
Chiang Mai,node,3702148754,99.0687108,18.7622254,neighbourhood,The Plant,The Plant,,,
Chiang Mai,node,3702167281,99.0634885,18.7723355,neighbourhood,Pimpichada,,,,
Chiang Mai,node,3769915988,99.1094201,18.7869755,neighbourhood,,Sermtip,,,
Chiang Mai,node,3804422831,99.056034,18.7565219,neighbourhood,สิรินโฮม 3,Sirin Home 3,,,
